id,catalogue_page_title,catalogue_name,permutation_summary,ordering_code,product_type,product_description,stauff_groups,din_groups,thread_code,thread,size_d1,modifier,material_code,material_description,notes,imported_at
71,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx17-1/2-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,U,Unified UNC,1-1/4-7UNCx17-1/2,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
72,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx17-1/2-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),11S,9,U,Unified UNC,1-1/4-7UNCx17-1/2,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
73,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x560-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,M,Metric ISO,M30x560,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
74,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x560-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,M,Metric ISO,M30x560,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
75,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x560-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,M,Metric ISO,M30x560,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
76,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-M30x560-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,M,Metric ISO,M30x560,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
77,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx22-W1,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,U,Unified UNC,1-1/4-7UNCx22,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
78,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx22-W3,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,U,Unified UNC,1-1/4-7UNCx22,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
79,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx22-W4,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,U,Unified UNC,1-1/4-7UNCx22,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
80,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,AS-1-1/4-7UNCx22-W5,AS,Hexagon Head Bolt (DIN 931/933 or ANSI/ASME B18.2.1),12S,10,U,Unified UNC,1-1/4-7UNCx22,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
81,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x30-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,M,Metric ISO,M10x30,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
82,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x30-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,M,Metric ISO,M10x30,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
83,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x30-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,M,Metric ISO,M10x30,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
84,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x30-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,M,Metric ISO,M10x30,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
85,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,U,Unified UNC,3/8-16UNCx1,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
86,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,U,Unified UNC,3/8-16UNCx1,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
87,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,U,Unified UNC,3/8-16UNCx1,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
88,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),3S,1,U,Unified UNC,3/8-16UNCx1,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
89,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x40-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,M,Metric ISO,M10x40,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
90,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x40-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,M,Metric ISO,M10x40,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
91,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x40-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,M,Metric ISO,M10x40,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
92,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x40-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,M,Metric ISO,M10x40,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
93,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-3/4-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,U,Unified UNC,3/8-16UNCx1-3/4,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
94,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-3/4-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,U,Unified UNC,3/8-16UNCx1-3/4,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
95,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-3/4-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,U,Unified UNC,3/8-16UNCx1-3/4,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
96,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx1-3/4-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),4S,2,U,Unified UNC,3/8-16UNCx1-3/4,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
97,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x50-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,M,Metric ISO,M10x50,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
98,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x50-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,M,Metric ISO,M10x50,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
99,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x50-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,M,Metric ISO,M10x50,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
100,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M10x50-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,M,Metric ISO,M10x50,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
101,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx2-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,U,Unified UNC,3/8-16UNCx2,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
102,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx2-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,U,Unified UNC,3/8-16UNCx2,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
103,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx2-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,U,Unified UNC,3/8-16UNCx2,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
104,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-3/8-16UNCx2-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),5S,3,U,Unified UNC,3/8-16UNCx2,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
105,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M12x80-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,M,Metric ISO,M12x80,—,W1,"Carbon Steel, uncoated",Catalogue prints 'ISM12x80-W1' (missing dash). Canonical form 'IS-M12x80-W1' used here.,2026-06-01T13:54:04.983780+00:00
106,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M12x80-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,M,Metric ISO,M12x80,—,W3,"Carbon Steel, zinc/nickel-plated",Catalogue prints 'ISM12x80-W1' (missing dash). Canonical form 'IS-M12x80-W1' used here.,2026-06-01T13:54:04.983780+00:00
107,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M12x80-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,M,Metric ISO,M12x80,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",Catalogue prints 'ISM12x80-W1' (missing dash). Canonical form 'IS-M12x80-W1' used here.,2026-06-01T13:54:04.983780+00:00
108,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-M12x80-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,M,Metric ISO,M12x80,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",Catalogue prints 'ISM12x80-W1' (missing dash). Canonical form 'IS-M12x80-W1' used here.,2026-06-01T13:54:04.983780+00:00
109,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-7/16-14UNCx3-1/4-W1,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,U,Unified UNC,7/16-14UNCx3-1/4,—,W1,"Carbon Steel, uncoated",,2026-06-01T13:54:04.983780+00:00
110,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-7/16-14UNCx3-1/4-W3,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,U,Unified UNC,7/16-14UNCx3-1/4,—,W3,"Carbon Steel, zinc/nickel-plated",,2026-06-01T13:54:04.983780+00:00
111,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-7/16-14UNCx3-1/4-W4,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,U,Unified UNC,7/16-14UNCx3-1/4,—,W4,"Stainless Steel V2A (1.4301/1.4305, AISI 304/303)",,2026-06-01T13:54:04.983780+00:00
112,STAUFF Catalogue – Page 51,"Bolts and Screws (AS, IS) — Heavy Series (DIN 3015, Part 2)",112 ordering-code permutations,IS-7/16-14UNCx3-1/4-W5,IS,Socket Cap Screw (ISO 4762 or ANSI/ASME B18.3),6S,4,U,Unified UNC,7/16-14UNCx3-1/4,—,W5,"Stainless Steel V4A (1.4401/1.4571, AISI 316/316 Ti)",,2026-06-01T13:54:04.983780+00:00
